Date,Species Name,Transect,Location (m),#Plants,#Inflorescences,Flowers/Inf,#Flowers,Method,Notes on Plant Distribution,Notes on Visitation,Name,Picture,,
04/22/2015,Cryptantha species,BSS a,23,3,28,1.3,35,Direct,,,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,23,7,135,1.9,257,Estimate,,Bee,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,24,3,81,1.9,154,Estimate,,,Saul G,,,
04/22/2015,Erodium cicutarium,BSS a,25,1,1,1.0,1,Direct,,,Saul G,,,
04/22/2015,Acmispon glaber,BSS a,25,1,300,3.1,930,Estimate,,"Bumble Bee, Bee",Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,25,7,209,1.9,397,Estimate,,Bees,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,26,4,105,1.9,200,Estimate,,,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,27,2,72,1.9,137,Estimate,,,Saul G,,,
04/22/2015,Cryptantha species,BSS a,28,1,54,2.1,113,Estimate,,,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,28,13,273,1.9,519,Estimate,,Bees (w/ yellow pollen bags),Saul G,,,
04/22/2015,Acmispon glaber,BSS a,28,1,450,3.1,1395,Estimate,,,Saul G,,,
04/22/2015,Cryptantha species,BSS a,29,2,110,2.1,231,Estimate,,,Saul G,,,
04/22/2015,Acmispon glaber,BSS a,29,2,225,3.1,698,Estimate,,,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,29,8,120,1.9,228,Estimate,,Bees,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,30,5,192,1.9,365,Estimate,,Bees,Saul G,,,
04/22/2015,Acmispon glaber,BSS a,30,1,24,3.1,74,Estimate,,,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,31,6,97,1.9,184,Estimate,,Bees,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,32,2,64,1.9,122,Estimate,,,Saul G,,,
04/22/2015,Acmispon glaber,BSS a,33,1,495,3.1,1535,Estimate,,Bee (w/ no pollen bag),Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,33,2,17,1.9,32,Estimate,,,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,34,4,95,1.9,181,Estimate,,,Saul G,,,
04/22/2015,Acmispon glaber,BSS a,35,1,308,3.1,955,Estimate,,Bee,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,35,3,68,1.9,129,Estimate,,Bees (w/ yellow pollen bags),Saul G,,,
04/22/2015,Acmispon glaber,BSS a,36,1,312,3.1,967,Estimate,,Bee,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,36,5,86,1.9,163,Estimate,,,Saul G,,,
04/22/2015,Acmispon glaber,BSS a,37,1,658,3.1,2040,Estimate,,,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,37,2,89,1.9,169,Estimate,,,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,38,7,150,1.9,285,Estimate,,,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,39,8,83,1.9,158,Estimate,,,Saul G,,,
04/22/2015,Penstemon spectabilis,BSS a,40,1,132,1.3,172,Estimate,,,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,40,6,21,1.9,40,Estimate,,,Saul G,,,
04/22/2015,Penstemon spectabilis,BSS a,41,2,70,1.3,91,Estimate,,,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,41,8,66,1.9,125,Estimate,,,Saul G,,,
04/22/2015,Penstemon spectabilis,BSS a,42,2,95,1.3,124,Estimate,,,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,42,1,9,2.6,23,Direct,,,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,43,4,55,1.9,105,Estimate,,,Saul G,,,
04/22/2015,Penstemon spectabilis,BSS a,44,1,110,1.3,143,Estimate,,,Saul G,,,
04/22/2015,Penstemon spectabilis,BSS a,45,1,747,1.3,971,Estimate,Large shrub,Large black bee w/ white stripes.  Bees,Saul G,PS042215,,
04/22/2015,Hirschfeldia incana,BSS a,47,2,3,1.7,5,Direct,,,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,48,1,31,1.9,59,Estimate,,,Saul G,,,
04/22/2015,Penstemon spectabilis,BSS a,48,1,87,1.3,113,Estimate,,,Saul G,,,
04/22/2015,Cryptantha species,BSS a,49,3,63,2.1,132,Estimate,,,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,49,2,112,1.9,213,Estimate,,,Saul G,,,
04/22/2015,Cryptantha species,BSS a,50,1,37,2.1,78,Estimate,,,Saul G,,,
04/22/2015,Hirschfeldia incana,BSS a,50,3,190,1.9,361,Estimate,,Bees,Saul G,,,
04/23/2015,Erodium cicutarium,BRS a,1,2,3,1.0,3,Direct,,,Saul G,EC042315*,,
04/23/2015,Erodium cicutarium,BRS a,2,2,4,1.0,4,Direct,,,Saul G,,,
04/23/2015,Erodium cicutarium,BRS a,3,3,6,1.0,6,Direct,,,Saul G,,,
04/23/2015,Erodium cicutarium,BRS a,4,3,8,1.3,10,Direct,,,Saul G,,,
04/23/2015,Erodium cicutarium,BRS a,5,4,11,1.1,12,Direct,,,Saul G,,,
04/23/2015,Erodium cicutarium,BRS a,6,6,13,1.2,15,Direct,,,Saul G,,,
04/23/2015,Erodium cicutarium,BRS a,7,2,6,1.2,7,Direct,,,Saul G,,,
04/23/2015,Erodium cicutarium,BRS a,8,3,5,1.2,6,Direct,,,Saul G,,,
04/23/2015,Erodium cicutarium,BRS a,9,6,10,1.1,11,Direct,,,Saul G,,,
04/23/2015,Erodium cicutarium,BRS a,10,7,12,1.1,13,Direct,,,Saul G,,,
04/23/2015,Acmispon glaber,BRS a,10,1,18,1.8,32,Estimate,,,Saul G,AG042315,,
04/23/2015,Erodium cicutarium,BRS a,11,5,9,1.1,10,Direct,,,Saul G,,,
04/23/2015,Erodium cicutarium,BRS a,12,3,14,1.1,16,Direct,,,Saul G,,,
04/23/2015,Acmispon glaber,BRS a,12,2,3,1.0,3,Direct,,,Saul G,,,
04/23/2015,Centaurea melitensis,BRS a,13,2,3,1.0,3,Direct,,,Saul G,CEM042315a,CEM042315b,
04/23/2015,Camissoniopsis bistorta,BRS a,14,2,7,1.0,7,Direct,,,Saul G,CB042315**,,
04/23/2015,Phacelia distans,BRS a,14,2,6,1.0,6,Direct,,,Saul G,PD042315a,,
04/23/2015,Camissoniopsis bistorta,BRS a,15,1,1,1.0,1,Direct,,,Saul G,,,
04/23/2015,Acmispon glaber,BRS a,15,1,2,1.0,2,Direct,,,Saul G,,,
04/23/2015,Phacelia distans,BRS a,16,2,17,1.1,19,Direct,,,Saul G,PD042315b*,,
04/23/2015,Centaurea melitensis,BRS a,16,1,1,1.0,1,Direct,,,Saul G,,,
04/23/2015,Centaurea melitensis,BRS a,17,1,1,1.0,1,Direct,,,Saul G,,,
04/23/2015,Phacelia distans,BRS a,17,1,4,1.0,4,Direct,,,Saul G,,,
04/23/2015,Erodium cicutarium,BRS a,17,1,1,1.0,1,Direct,,,Saul G,,,
04/23/2015,Centaurea melitensis,BRS a,18,2,4,1.0,4,Direct,,,Saul G,,,
04/23/2015,Hirschfeldia incana,BRS a,19,2,53,1.9,101,Estimate,,,Saul G,HI042315a,HI042315b,
04/23/2015,Phacelia distans,BRS a,20,5,24,1.1,26,Direct,,,Saul G,,,
04/23/2015,Acmispon glaber,BRS a,20,1,43,1.9,82,Estimate,,,Saul G,,,
04/23/2015,Phacelia distans,BRS a,21,2,22,1.0,22,Direct,,,Saul G,,,
04/23/2015,Dichelostemma capitatum,BRS a,21,1,2,1.0,2,Direct,,,Saul G,,,
04/23/2015,Hirschfeldia incana,BRS a,21,1,4,1.3,5,Direct,,,Saul G,,,
04/23/2015,Phacelia distans,BRS a,22,3,7,1.0,7,Direct,,,Saul G,,,
04/23/2015,Acmispon glaber,BRS a,22,2,11,2.1,23,Direct,,Bee,Saul G,,,
04/23/2015,Phacelia distans,BRS a,23,3,58,1.1,65,Direct,,,Saul G,,,
04/23/2015,Acmispon glaber,BRS a,23,2,15,1.4,21,Direct,,,Saul G,,,
04/23/2015,Phacelia distans,BRS a,24,1,12,1.1,13,Direct,,,Saul G,,,
04/23/2015,Amsinckia intermedia,BRS a,25,1,4,1.5,6,Direct,,,Saul G,AI042315,,
04/23/2015,Phacelia distans,BRS a,25,1,1,1.0,1,Direct,,,Saul G,,,
04/23/2015,Hirschfeldia incana,BRS a,25,1,12,1.6,19,Direct,,,Saul G,,,
04/23/2015,Erodium cicutarium,BRS a,25,2,2,1.5,3,Direct,,,Saul G,,,
04/23/2015,Acmispon glaber,BRS a,26,1,2,1.5,3,Direct,,,Saul G,,,
04/23/2015,Erodium cicutarium,BRS a,27,2,3,1.3,4,Direct,,,Saul G,,,
04/23/2015,Cryptantha species,BRS a,27,2,4,1.0,4,Direct,,,Saul G,,,
04/23/2015,Phacelia distans,BRS a,28,4,14,1.1,15,Direct,,,Saul G,,,
04/23/2015,Erodium cicutarium,BRS a,28,2,2,1.5,3,Direct,,,Saul G,,,
04/23/2015,Cryptantha species,BRS a,28,1,2,1.0,2,Direct,,,Saul G,,,
04/23/2015,Phacelia distans,BRS a,29,2,20,1.1,21,Direct,,,Saul G,,,
04/23/2015,Cryptantha species,BRS a,29,3,21,1.4,30,Direct,,,Saul G,CRS042315a**,CRS042315b,
04/23/2015,Erodium cicutarium,BRS a,30,1,2,1.0,2,Direct,,,Saul G,,,
04/23/2015,Hirschfeldia incana,BRS a,31,2,3,2.3,7,Direct,,,Saul G,,,
04/23/2015,Hirschfeldia incana,BRS a,32,1,32,1.9,61,Estimate,,,Saul G,,,
04/23/2015,Centaurea melitensis,BRS a,32,1,1,1.0,1,Direct,,,Saul G,,,
04/23/2015,Hirschfeldia incana,BRS a,33,1,1,1.0,1,Direct,,,Saul G,,,
04/23/2015,Cryptantha species,BRS a,33,1,4,1.0,4,Direct,,,Saul G,,,
04/23/2015,Hirschfeldia incana,BRS a,34,1,14,1.1,16,Direct,,,Saul G,,,
04/23/2015,Acmispon glaber,BRS a,35,1,25,1.8,45,Estimate,,,Saul G,,,
04/23/2015,Phacelia distans,BRS a,35,3,4,1.0,4,Direct,,,Saul G,,,
04/23/2015,Hirschfeldia incana,BRS a,35,1,24,1.9,46,Estimate,,,Saul G,,,
04/23/2015,Acmispon glaber,BRS a,36,2,35,1.8,63,Estimate,,Bee,Saul G,,,
04/23/2015,Solanum umbelliferum,BRS a,39,1,1,1.0,1,Direct,,,Saul G,SU042315a,SU042315b,
04/23/2015,Centaurea melitensis,BRS a,41,1,2,1.0,2,Direct,,,Saul G,,,
04/23/2015,Phacelia minor,BRS a,42,3,5,1.2,6,Direct,,,Saul G,PM042315*,,
04/23/2015,Phacelia minor,BRS a,44,2,12,1.4,17,Direct,,,Saul G,,,
04/23/2015,Phacelia distans,BRS a,44,1,6,1.3,8,Direct,,,Saul G,,,
04/23/2015,Phacelia distans,BRS a,46,2,20,1.0,20,Direct,,,Saul G,,,
04/23/2015,Centaurea melitensis,BRS a,47,2,4,1.0,4,Direct,,,Saul G,,,
04/23/2015,Centaurea melitensis,BRS a,48,1,2,1.0,2,Direct,,,Saul G,,,
04/23/2015,Hirschfeldia incana,BRS a,48,1,3,1.0,3,Direct,,,Saul G,,,
04/23/2015,Hirschfeldia incana,BRS a,49,1,10,2.0,20,Direct,,,Saul G,,,
04/23/2015,Phacelia distans,BRS a,50,3,4,1.0,4,Direct,,,Saul G,,,
04/28/2015,Mirabilis laevis,USS b,4,1,120,1.0,120,Estimate,,,Saul G,ML042815,,
04/28/2015,Phacelia minor,USS b,4,1,1,1.0,1,Direct,,,Saul G,PM042815,,
04/28/2015,Sambuccus nigra,USS b,33,1,90,186.0,16740,Estimate,,,Saul G,SN042815a,SB042815b*,
04/28/2015,Cylindropuntia californica,USS b,44,1,1,1.0,1,Estimate,,,Saul G,CC042815a**,CC042815b**,
04/29/2015,Erodium cicutarium,NNG b,1,4,5,1.2,6,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,2,5,6,1.0,6,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,3,1,3,1.0,3,Direct,,,Saul G,EC042915,,
04/29/2015,Eriogonum fasciculatum,NNG b,3,1,10,3.7,37,Direct,"Shrub, in large patch",Bees,Saul G,EF042915a***,EF042915b**,
04/29/2015,Hirschfeldia incana,NNG b,4,1,6,1.0,6,Direct,,,Saul G,HI042915a,HI042915b,
04/29/2015,Eriogonum fasciculatum,NNG b,4,1,120,6.5,780,Estimate,Shrub,Bees,Saul G,EF042915c,,
04/29/2015,Eriogonum fasciculatum,NNG b,5,1,150,6.5,975,Estimate,Shrub,Bees,Saul G,,,
04/29/2015,Eriogonum fasciculatum,NNG b,8,1,85,6.5,553,Estimate,Shrub,Bees,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,12,1,3,1.0,3,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,13,4,8,1.5,12,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,14,5,9,1.2,11,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,15,3,3,1.7,5,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,17,4,6,1.3,8,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,18,2,2,1.0,2,Direct,,,Saul G,,,
04/29/2015,Erodium botrys,NNG b,18,1,1,1.0,1,Direct,,,Saul G,EB042915*,,
04/29/2015,Erodium cicutarium,NNG b,19,4,6,1.3,8,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,20,3,7,1.1,8,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,21,4,5,1.4,7,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,22,1,1,1.0,1,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,23,1,1,1.0,1,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,24,3,6,1.0,6,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,25,2,3,1.0,3,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,26,1,1,2.0,2,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,29,1,2,1.0,2,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,30,1,1,1.0,1,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,35,1,1,1.0,1,Direct,,,Saul G,,,
04/29/2015,Erodium cicutarium,NNG b,38,1,1,2.0,2,Direct,,,Saul G,,,
04/29/2015,Amsinckia intermedia,NNG b,43,1,11,2.8,31,Direct,,,Saul G,AI042915a,AI042915b,
04/29/2015,Erodium cicutarium,NNG b,48,1,5,1.6,8,Direct,,,Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,1,4,6,1.2,7,Direct,,,Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,2,2,2,1.0,2,Direct,,,Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,3,1,1,1.0,1,Direct,,,Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,4,1,1,1.0,1,Direct,,,Saul G,,,
04/30/2015,Eriastrum sapphirinum,BSS b,4,1,1,1.0,1,Direct,,"Small, black, oval-shaped insect",Saul G,ES043015**,,
04/30/2015,Erodium cicutarium,BSS b,6,2,6,1.0,6,Direct,,,Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,8,1,1,1.0,1,Direct,,,Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,10,1,1,1.0,1,Direct,,,Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,11,1,1,1.0,1,Direct,,,Saul G,,,
04/30/2015,Cryptantha species,BSS b,12,1,1,2.0,2,Direct,,,Saul G,,,
04/30/2015,Cryptantha species,BSS b,13,1,2,1.0,2,Direct,,,Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,13,1,2,1.0,2,Direct,,,Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,15,2,2,1.0,2,Direct,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,15,2,17,2.4,41,Estimate,,"Small, black, oval-shaped insect",Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,16,2,2,1.0,2,Direct,,,Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,17,3,4,1.0,4,Direct,,,Saul G,,,
04/30/2015,Phacelia distans,BSS b,17,1,3,1.0,3,Direct,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,19,1,1,1.0,1,Direct,,,Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,19,3,4,1.3,5,Direct,,,Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,20,1,2,1.5,3,Direct,,,Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,21,1,1,2.0,2,Direct,,,Saul G,,,
04/30/2015,Centaurea melitensis,BSS b,22,1,2,1.0,2,Direct,,"Small, black, oval-shaped insect",Saul G,CEM043015a*,CEM043015b,
04/30/2015,Phacelia distans,BSS b,23,2,2,1.0,2,Direct,,,Saul G,,,
04/30/2015,Camissonia bistorta,BSS b,24,1,1,1.0,1,Direct,,,Saul G,CB043015a,CB043015b,
04/30/2015,Cryptantha species,BSS b,24,1,5,2.0,10,Direct,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,24,1,1,1.0,1,Direct,,,Saul G,,,
04/30/2015,Cryptantha species,BSS b,25,1,4,1.0,4,Direct,,,Saul G,,,
04/30/2015,Phacelia distans,BSS b,25,1,2,1.0,2,Direct,,,Saul G,PD043015,,
04/30/2015,Hirschfeldia incana,BSS b,25,2,6,1.8,11,Direct,,"Small, black, oval-shaped insect",Saul G,HI043015a,HI043015b,HI043015c
04/30/2015,Hirschfeldia incana,BSS b,26,1,3,3.0,9,Direct,,"Small, black, oval-shaped insect",Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,27,1,2,1.0,2,Direct,,,Saul G,,,
04/30/2015,Phacelia distans,BSS b,28,1,1,2.0,2,Direct,,,Saul G,,,
04/30/2015,Camissonia bistorta,BSS b,29,1,1,1.0,1,Direct,,,Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,29,1,2,1.5,3,Direct,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,29,1,7,1.6,11,Direct,,,Saul G,,,
04/30/2015,Cryptantha species,BSS b,31,2,4,1.8,7,Direct,,,Saul G,,,
04/30/2015,Cryptantha species,BSS b,33,2,7,1.6,11,Direct,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,33,1,14,1.9,27,Direct,,,Saul G,,,
04/30/2015,Cryptantha species,BSS b,34,1,8,1.4,11,Direct,,,Saul G,CRS043015a,CRS043015b,
04/30/2015,Hirschfeldia incana,BSS b,35,1,20,2.4,48,Estimate,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,36,1,4,1.3,5,Direct,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,37,1,3,1.7,5,Direct,,,Saul G,,,
04/30/2015,Cryptantha species,BSS b,38,1,10,1.1,11,Direct,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,38,2,19,2.4,46,Estimate,,,Saul G,,,
04/30/2015,Cryptantha species,BSS b,39,1,13,1.8,24,Direct,,,Saul G,,,
04/30/2015,Cryptantha species,BSS b,40,2,19,2.3,43,Direct,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,40,1,6,1.7,10,Direct,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,41,1,1,1.0,1,Direct,,,Saul G,,,
04/30/2015,Phacelia distans,BSS b,41,1,12,1.1,13,Direct,,,Saul G,,,
04/30/2015,Camissonia bistorta,BSS b,41,1,1,2.0,2,Direct,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,42,1,5,2.0,10,Direct,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,43,1,2,1.5,3,Direct,,,Saul G,,,
04/30/2015,Cryptantha species,BSS b,44,1,1,1.0,1,Direct,,,Saul G,,,
04/30/2015,Erodium cicutarium,BSS b,45,1,1,1.0,1,Direct,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,46,1,4,1.5,6,Direct,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,47,2,10,1.3,13,Direct,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,48,3,7,1.4,10,Direct,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,49,6,45,2.4,108,Estimate,,"Small, black, oval-shaped insect",Saul G,,,
04/30/2015,Camissonia bistorta,BSS b,50,1,1,1.0,1,Direct,,,Saul G,,,
04/30/2015,Hirschfeldia incana,BSS b,50,1,6,2.3,14,Direct,,,Saul G,,,
05/01/2015,Erodium cicutarium,BRS b,1,2,2,1.0,2,Direct,,,Saul G,,,
05/01/2015,Erodium cicutarium,BRS b,2,4,11,1.2,13,Direct,,,Saul G,EC050115***,,
05/01/2015,Acmispon glaber,BRS b,4,2,450,2.2,990,Estimate,,,Saul G,AG050115*,,
05/01/2015,Acmispon glaber,BRS b,5,3,384,2.2,845,Estimate,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,6,1,99,2.2,218,Estimate,,,Saul G,,,
05/01/2015,Erodium cicutarium,BRS b,6,2,5,1.0,5,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,7,1,156,2.2,343,Estimate,,,Saul G,,,
05/01/2015,Erodium cicutarium,BRS b,7,3,3,1.0,3,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,8,2,125,2.2,275,Estimate,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,9,3,48,2.2,106,Estimate,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,10,3,15,2.2,33,Estimate,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,11,1,4,2.8,11,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,13,1,4,1.3,5,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,14,1,2,1.0,2,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,16,1,1,1.0,1,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,18,2,3,1.0,3,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,21,1,1,1.0,1,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,22,1,2,1.0,2,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,23,1,3,1.0,3,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,24,1,2,1.5,3,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,25,2,25,1.5,37,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,27,2,18,1.7,31,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,29,1,12,2.2,26,Estimate,,,Saul G,,,
05/01/2015,Cryptantha species,BRS b,30,1,1,1.0,1,Direct,,,Saul G,,,
05/01/2015,Centaurea melitensis,BRS b,34,3,9,1.0,9,Direct,,,Saul G,CEM050115,,
05/01/2015,Hirschfeldia incana,BRS b,35,1,5,1.8,9,Direct,,,Saul G,HI050115,,
05/01/2015,Hirschfeldia incana,BRS b,36,2,15,1.2,18,Direct,,,Saul G,,,
05/01/2015,Hirschfeldia incana,BRS b,38,1,4,1.8,7,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,39,2,7,2.3,16,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,42,1,3,1.0,3,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,43,1,9,1.2,11,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,45,1,9,1.6,14,Direct,,,Saul G,,,
05/01/2015,Acmispon glaber,BRS b,48,1,3,2.0,6,Direct,,,Saul G,,,
05/01/2015,Cryptantha species,BRS b,49,4,8,1.1,9,Direct,,,Saul G,CRS050115,,
05/01/2015,Phacelia distans,BRS b,49,1,4,1.0,4,Direct,,,Saul G,PD050115,,
05/01/2015,Calystegia macrostegia,BRS b,50,1,7,1.0,7,Direct,Vine,,Saul G,CM050115a,CM050115b,
05/05/2015,Erodium cicutarium,NNG a,30,1,5,1.4,7,Direct,,,Saul G,EC050515a**,EC050515b,
05/05/2015,Mirabilis laevis,USS a,9,1,7,1.0,7,Direct,,,Saul G,ML050515,,
05/05/2015,Apiastrum angustifolium,USS a,31,4,,,,Estimate,Clusters of tiny flowers spread throughout open spaces.,,Saul G,AA050515a,AA050515b,
05/05/2015,Eriastrum sapphirinum,USS a,33,2,2,1.0,2,Direct,,,Saul G,ES050515a,ES050515b,
05/05/2015,Apiastrum angustifolium,USS a,38,6,,,,Estimate,,,Saul G,,,
05/05/2015,Camissonia bistorta,USS a,39,2,4,1.0,4,Direct,,,Saul G,CB050515,,
05/05/2015,Apiastrum angustifolium,USS a,46,5,,,,Estimate,,,Saul G,,,
05/05/2015,Apiastrum angustifolium,USS a,47,6,,,,Estimate,,,Saul G,,,
05/06/2015,Centaurea melitensis,BSS a,1,1,3,1.0,3,Direct,,,Saul G,,,
05/06/2015,Centaurea melitensis,BSS a,3,3,8,1.3,10,Direct,,,Saul G,,,
05/06/2015,Centaurea melitensis,BSS a,4,1,7,1.3,9,Direct,,,Saul G,CEM050615a*,CEM050615b,
05/06/2015,Eriastrum sapphirinum,BSS a,4,1,1,1.0,1,Direct,,,Saul G,ES050615a,ES050615b,
05/06/2015,Centaurea melitensis,BSS a,5,1,2,1.0,2,Direct,,,Saul G,,,
05/06/2015,Hirschfeldia incana,BSS a,10,2,7,1.4,10,Direct,,,Saul G,,,
05/06/2015,Centaurea melitensis,BSS a,11,1,5,1.0,5,Direct,,,Saul G,,,
05/06/2015,Hirschfeldia incana,BSS a,11,3,39,2.7,105,Estimate,,,Saul G,,,
05/06/2015,Centaurea melitensis,BSS a,12,1,15,1.0,15,Direct,,,Saul G,,,
05/06/2015,Marrubium vulgare,BSS a,13,1,64,3.1,198,Estimate,,,Saul G,MV050615a*,MV050615b,
05/06/2015,Hirschfeldia incana,BSS a,18,1,48,2.7,130,Estimate,,,Saul G,,,
05/06/2015,Hirschfeldia incana,BSS a,2,1,2,1.0,2,Direct,,,Saul G,,,
05/06/2015,Hirschfeldia incana,BSS a,20,1,11,2.7,30,Estimate,,,Saul G,,,
05/06/2015,Hirschfeldia incana,BSS a,22,2,13,2.7,35,Estimate,,,Saul G,,,
05/06/2015,Hirschfeldia incana,BSS a,23,5,17,2.7,46,Estimate,,,Saul G,,,
05/06/2015,Hirschfeldia incana,BSS a,24,2,21,2.7,57,Estimate,,,Saul G,,,
05/06/2015,Acmispon glaber,BSS a,24,1,159,2.7,429,Estimate,,,Saul G,,,
05/06/2015,Hirschfeldia incana,BSS a,25,1,5,1.6,8,Direct,,,Saul G,,,
05/06/2015,Acmispon glaber,BSS a,25,1,392,2.7,1058,Estimate,,,Saul G,,,
05/06/2015,Hirschfeldia incana,BSS a,26,2,18,2.7,49,Estimate,,,Saul G,,,
05/06/2015,Hirschfeldia incana,BSS a,27,1,2,1.0,2,Direct,,,Saul G,,,
05/06/2015,Hirschfeldia incana,BSS a,28,2,3,2.3,7,Direct,,,Saul G,,,
05/06/2015,Acmispon glaber,BSS a,28,2,272,2.7,734,Estimate,,,Saul G,,,
05/06/2015,Acmispon glaber,BSS a,29,2,89,2.7,240,Estimate,,,Saul G,,,
05/06/2015,Hirschfeldia incana,BSS a,29,3,5,1.6,8,Direct,,,Saul G,,,
